38 2 65324 10 15 1 3 1 0 0 0 0 40 0 1
49 4 197371 7 11 1 6 1 1 0 0 0 40 0 1
29 0 267989 0 13 1 3 1 0 0 0 0 50 0 1
20 2 111697 5 10 0 0 3 0 1 0 1719 28 0 0
31 2 114937 6 12 1 0 1 0 0 0 0 40 0 1
39 2 365739 5 10 2 6 0 0 0 0 0 40 0 0
38 3 125933 3 14 1 3 1 0 0 0 0 40 11 1
43 1 56920 1 9 1 6 1 0 0 0 0 60 0 0
27 2 163127 7 11 1 0 2 0 1 0 0 35 0 0
20 2 34310 5 10 0 5 3 0 0 0 0 20 0 0
49 2 81973 5 10 1 6 1 2 0 0 0 40 0 1
19 2 316868 5 10 0 4 3 0 0 0 0 30 4 0
70 2 105376 5 10 0 10 5 0 0 0 0 40 0 0
64 2 181232 2 7 1 6 1 0 0 0 2179 40 0 0
43 2 174662 5 10 2 3 0 0 1 0 0 40 0 0
21 2 296158 1 9 0 6 3 0 0 0 0 35 0 0
71 1 494223 5 10 4 5 4 1 0 0 1816 2 0 0
29 2 191535 1 9 2 6 0 0 0 0 0 60 0 0
42 2 228456 0 13 4 4 5 1 0 0 0 50 0 0
25 2 252752 1 9 0 4 4 0 1 0 0 40 0 0
44 5 78374 3 14 2 1 4 2 1 0 0 40 0 0
28 2 88419 1 9 0 1 0 2 1 0 0 40 8 0
36 2 207157 5 10 2 4 4 0 1 0 0 40 4 0
46 0 102628 3 14 6 11 4 0 0 0 0 40 0 0
18 2 25828 2 7 0 2 3 0 0 0 0 16 0 0
66 4 54826 7 11 6 3 0 0 1 0 0 20 0 0
27 2 124953 1 9 0 4 0 0 0 0 1980 40 0 0
28 0 149624 0 13 1 3 1 0 0 0 0 40 0 1
27 2 253814 1 9 3 5 4 0 1 0 0 25 0 0
34 2 483777 1 9 0 2 0 1 0 0 0 40 0 0
18 2 183930 1 9 0 4 3 0 0 0 0 12 0 0
44 4 181344 5 10 1 1 1 1 0 0 0 38 0 1
43 2 114580 5 10 2 0 0 0 1 0 0 40 0 0
40 2 286370 8 4 1 9 1 0 0 0 0 40 4 1
34 2 304030 1 9 1 0 1 1 0 0 0 40 0 0
41 1 143129 0 13 2 1 0 0 1 0 0 40 0 0
31 2 99928 3 14 1 3 2 0 1 0 0 50 0 0
36 2 99374 5 10 2 6 0 0 0 0 0 40 0 0
42 4 254817 5 10 0 3 0 0 1 0 1340 40 0 0
37 0 48211 1 9 2 0 4 0 1 0 0 35 0 0
18 2 140164 2 7 0 5 3 0 1 0 0 40 0 0
17 2 65368 2 7 0 5 3 0 1 0 0 12 0 0
44 4 160943 1 9 1 7 1 1 0 0 0 40 0 0
50 2 313321 6 12 2 5 0 0 1 0 0 40 0 0
38 2 182609 0 13 1 5 1 0 0 0 0 50 14 0
45 2 109434 0 13 1 3 1 0 0 0 0 55 0 0
54 2 176681 1 9 1 0 1 1 0 0 0 20 0 0
75 2 314209 7 11 6 0 0 0 1 0 0 20 15 0
35 2 538583 2 7 4 7 0 1 0 3674 0 40 0 0
41 2 130408 1 9 2 5 4 1 1 0 0 38 0 0
33 2 110978 5 10 2 6 5 4 1 0 0 40 0 0
40 0 170525 5 10 0 0 0 0 1 0 0 38 0 0
41 2 180138 0 13 1 1 1 0 0 0 0 50 11 1
38 4 115076 3 14 1 1 1 0 0 0 0 70 0 1
23 2 115458 1 9 0 7 3 0 0 0 0 40 0 0
32 2 183916 1 9 0 4 0 0 1 0 0 34 0 0
42 2 390781 0 13 1 0 2 1 1 0 0 40 0 0
59 4 171328 12 6 6 4 4 1 1 0 0 30 0 0
58 2 259014 5 10 0 7 0 0 0 0 0 20 0 0
20 2 117789 1 9 0 4 3 0 1 0 0 40 0 0
50 2 204518 8 4 2 6 0 0 0 0 0 40 0 0
36 2 150042 0 13 2 3 3 0 1 0 0 40 0 0
45 2 98092 1 9 1 5 1 0 0 0 0 60 0 0
37 5 257295 5 10 1 1 1 2 0 0 0 75 17 1
19 2 218956 5 10 0 3 3 0 0 0 0 24 9 0
64 2 21174 1 9 1 1 1 0 0 0 0 40 0 1
33 2 185480 0 13 0 3 0 0 1 0 0 45 0 0
33 2 222205 1 9 1 6 2 0 1 0 0 40 0 1
61 2 69867 1 9 1 1 1 0 0 0 0 40 0 1
30 2 70377 1 9 2 3 3 0 1 0 0 40 0 0
43 2 477983 1 9 1 2 1 1 0 0 0 40 0 0
24 2 279472 5 10 1 9 2 0 1 7298 0 48 0 1
22 2 34918 0 13 0 3 0 0 1 0 0 15 10 0
34 2 175413 6 12 2 5 4 1 1 0 0 45 0 0
57 3 425161 3 14 1 5 1 0 0 15024 0 40 0 1
50 2 176609 5 10 2 4 0 0 0 0 0 45 0 0
25 2 371987 0 13 0 1 0 0 1 0 0 40 0 0
36 2 200352 0 13 1 3 1 0 0 0 0 45 0 0
31 2 127595 1 9 2 3 0 0 1 0 0 40 0 0
27 2 248402 0 13 0 10 4 1 1 0 0 40 0 0
65 2 111095 1 9 1 7 1 0 0 0 0 16 0 0
37 5 57424 0 13 2 5 0 0 1 0 0 60 0 0
39 2 157443 3 14 1 3 2 2 1 3464 0 40 0 0
24 2 278130 1 9 0 6 3 0 0 0 0 40 0 0
21 2 153718 5 10 0 4 0 2 1 0 0 25 0 0
55 2 238638 1 9 1 5 1 0 0 4386 0 40 0 1
24 2 303296 5 10 1 0 2 2 1 0 0 40 19 0
46 2 83082 6 12 0 3 0 0 1 0 0 33 0 0
41 5 34987 5 10 1 8 1 0 0 0 0 54 0 1
26 2 59306 0 13 0 5 0 0 0 0 0 40 0 0
19 2 860348 5 10 0 3 3 1 1 0 0 25 0 0
36 1 205607 0 13 2 3 0 1 1 0 0 40 0 1
22 2 199698 5 10 0 5 3 0 0 0 0 15 0 0
58 1 321171 1 9 1 2 1 0 0 0 0 40 0 0
45 2 261192 1 9 1 4 1 1 0 0 0 40 0 0
36 0 119272 1 9 1 11 1 0 0 7298 0 40 0 1
43 1 241895 0 13 0 5 0 0 0 0 0 42 0 0
67 2 36135 2 7 1 3 1 0 0 0 0 8 0 0
56 2 101128 6 12 3 4 0 0 0 0 0 25 11 0
31 2 156464 0 13 0 3 3 0 0 0 0 25 0 0
33 2 117963 0 13 1 1 1 0 0 0 0 40 0 1
26 2 192262 1 9 1 4 1 0 0 0 0 40 0 0
33 2 111363 0 13 1 1 1 0 0 0 0 40 0 1
42 2 111949 1 9 1 0 2 0 1 0 0 35 0 0
62 2 270092 3 14 1 3 1 0 0 0 0 40 0 1
22 2 410439 1 9 3 5 0 0 0 0 0 55 0 0
26 3 185885 5 10 0 0 4 0 1 0 0 15 0 0
17 2 89821 2 7 0 4 3 0 0 0 0 10 0 0
45 2 256649 1 9 1 9 1 1 0 0 0 40 0 0
44 2 160323 1 9 0 6 0 1 0 0 0 40 0 0
23 2 35633 5 10 0 5 0 0 0 0 0 40 0 0
46 2 214955 11 3 2 6 0 0 1 0 2339 45 0 0
25 2 344991 5 10 1 6 1 0 0 0 0 40 0 0
19 2 25429 5 10 0 0 3 0 1 0 0 16 0 0
34 2 196164 1 9 0 4 0 0 1 0 0 35 0 0
25 2 86872 0 13 1 1 1 0 0 0 0 55 0 1
52 5 132178 0 13 1 1 1 0 0 0 0 50 0 1
28 2 108574 5 10 0 4 0 0 1 0 0 40 0 0
50 0 288353 0 13 1 11 1 0 0 0 0 40 0 1
41 2 445382 3 14 1 1 1 0 0 0 1977 65 0 1
28 2 110145 1 9 1 0 1 0 0 0 0 40 0 0
28 2 123147 5 10 1 3 2 0 1 0 1887 40 0 1
32 2 364657 5 10 1 1 1 0 0 0 0 50 0 0
41 4 42346 5 10 2 4 0 1 1 0 0 24 0 0
24 2 241951 1 9 0 2 4 1 1 0 0 40 0 0
46 2 188386 9 16 1 1 1 0 0 15024 0 60 0 1
34 4 243867 2 7 4 9 0 1 0 0 0 40 0 0
17 2 175024 2 7 0 2 3 0 0 2176 0 18 0 0
32 0 92003 0 13 1 1 2 0 1 0 0 40 0 1
29 2 188401 1 9 2 8 0 0 0 0 0 40 0 0
36 3 255191 3 14 0 3 0 0 0 0 1408 40 0 0
47 4 287480 3 14 1 3 1 0 0 0 0 40 0 0
30 2 29662 6 12 1 4 2 0 1 0 0 25 0 1
33 2 208405 3 14 1 3 1 0 0 0 0 50 0 1
34 4 284843 1 9 0 8 0 1 0 594 0 60 0 0
23 2 81281 5 10 1 0 1 0 0 0 0 40 0 0
29 2 363425 0 13 0 3 0 0 0 0 0 40 0 0
20 2 298227 5 10 0 5 0 0 0 0 0 35 0 0
60 2 245062 1 9 1 6 1 0 0 0 0 40 0 1
40 2 72887 7 11 1 9 1 2 0 0 0 40 0 1
23 2 54012 1 9 1 7 1 0 0 0 0 60 0 0
54 4 288825 1 9 1 7 1 1 0 0 0 40 0 0
24 2 170070 0 13 0 10 0 0 1 0 0 20 0 0
37 2 126708 1 9 1 0 2 0 1 0 0 60 0 0
38 2 33983 5 10 1 7 1 0 0 0 0 40 0 0
60 2 201965 5 10 0 3 4 0 0 0 0 40 0 1
35 2 285020 1 9 0 6 0 0 0 0 0 40 0 0
23 2 197904 1 9 0 4 4 0 1 0 0 35 0 0
43 1 170721 5 10 1 6 1 0 0 0 0 20 0 0
40 2 347934 1 9 0 4 0 0 1 0 0 35 0 0
34 2 187251 1 9 2 3 4 0 1 0 0 25 0 0
33 2 178107 0 13 0 6 3 0 0 0 0 20 0 0
41 2 343121 1 9 2 0 4 0 1 0 0 36 0 0
72 2 303588 1 9 1 3 1 0 0 0 0 20 0 0
23 4 324960 1 9 0 8 0 0 0 0 0 40 14 0
52 2 48925 5 10 1 0 1 0 0 0 0 40 0 0
24 2 388093 0 13 0 1 0 1 0 0 0 40 0 0
47 4 543162 1 9 4 0 4 1 1 0 0 40 0 0
39 2 91996 1 9 2 4 4 0 1 0 0 40 0 0
34 2 337587 5 10 1 3 1 0 0 0 0 50 0 1
28 2 189346 1 9 2 6 0 0 0 0 0 45 0 0
57 2 222216 7 11 6 3 4 0 1 0 0 38 0 0
25 2 267044 5 10 0 0 0 3 1 0 0 20 0 0
21 2 204226 5 10 0 3 4 0 1 0 0 35 0 0
38 5 99146 0 13 1 1 1 0 0 15024 0 80 0 1
37 4 186035 5 10 1 10 1 0 0 0 0 45 0 1
28 2 85812 5 10 1 5 2 0 1 0 0 40 0 0
74 2 99183 5 10 2 0 0 0 1 0 0 9 0 0
44 1 202692 3 14 1 3 1 0 0 0 0 40 0 0
44 2 109339 2 7 2 9 4 4 1 0 0 46 6 0
26 2 108658 1 9 0 9 0 0 0 0 0 40 0 0
41 2 101739 6 12 1 1 2 0 1 0 0 50 0 1
39 4 207853 15 8 1 10 1 0 0 0 0 50 0 0
44 2 210525 5 10 1 7 1 0 0 0 0 40 0 0
27 2 201872 5 10 1 5 1 0 0 0 0 50 0 0
35 2 229328 1 9 1 9 2 1 1 0 0 40 0 0
33 3 319560 7 11 2 6 4 1 1 0 0 40 0 1
69 2 136218 2 7 0 9 0 0 1 0 0 40 0 0
54 2 212960 0 13 1 5 1 0 0 0 0 35 0 1
52 1 334273 0 13 1 3 1 0 0 0 0 60 0 1
45 2 433665 8 4 4 4 4 0 1 0 0 40 4 0
51 2 95469 1 9 1 3 1 0 0 0 0 40 0 0
17 2 242718 2 7 0 5 3 0 0 0 0 12 0 0
37 2 22463 7 11 1 6 1 0 0 0 1977 40 0 1
27 2 158156 9 16 0 3 0 0 1 0 0 70 0 0
29 2 350162 0 13 1 1 2 0 0 0 0 40 0 1
36 1 28738 6 12 2 5 4 0 1 0 0 35 0 0
65 2 195733 5 10 1 3 1 0 0 0 0 30 0 1
57 2 69884 1 9 1 5 1 0 0 0 0 40 0 1
31 1 340939 0 13 0 10 0 0 0 0 0 40 0 0
29 2 34292 5 10 0 0 0 0 0 0 0 60 0 0
31 2 168387 0 13 1 3 1 0 0 7688 0 40 9 1
23 2 117789 0 13 0 0 3 0 1 0 0 40 0 0
23 2 99399 5 10 0 3 4 3 1 0 0 25 0 0
25 2 200408 5 10 0 10 0 0 0 2174 0 40 0 0
49 2 136455 0 13 0 3 0 0 1 0 0 45 0 0
19 2 217039 5 10 0 0 3 0 0 0 0 28 0 0
60 2 51290 8 4 2 4 0 0 1 0 0 40 0 0
51 2 410114 3 14 1 6 1 0 0 0 0 40 0 1
52 2 200853 3 14 2 3 0 0 1 6849 0 60 0 0
24 2 249909 1 9 1 2 1 0 0 0 0 50 0 0
26 4 208122 0 13 0 3 3 0 0 1055 0 40 0 0
39 2 207824 1 9 0 2 3 0 0 0 0 60 0 0
50 1 114117 1 9 1 1 1 0 0 0 0 32 0 0
52 5 51048 0 13 1 5 1 0 0 0 0 55 0 0
45 2 462440 2 7 6 4 0 1 1 0 0 20 0 0
47 2 241832 4 5 3 2 4 0 0 0 0 40 24 0
33 2 205469 5 10 1 1 1 0 0 0 0 40 0 1
49 2 268090 0 13 1 5 1 0 0 0 0 26 0 1
49 4 120451 12 6 4 4 4 1 1 0 0 40 0 0
19 2 262601 1 9 0 4 3 0 1 0 0 14 0 0
47 5 248145 11 3 1 7 1 0 0 0 0 50 1 0
52 1 289436 9 16 1 3 1 0 0 0 0 60 0 1
31 2 55849 5 10 1 6 1 0 0 0 0 45 0 0
50 5 195322 9 16 4 3 0 0 0 0 0 40 0 1
30 0 169496 0 13 1 10 1 0 0 0 0 40 0 1
24 2 556660 1 9 0 1 5 0 0 4101 0 50 0 0
43 2 174524 1 9 1 9 1 0 0 0 0 40 0 1
20 2 81145 5 10 0 5 0 0 1 0 0 25 0 0
27 0 249362 5 10 1 7 1 0 0 3411 0 40 0 0
42 2 247019 1 9 1 6 1 1 0 0 0 40 0 1
20 2 114746 2 7 3 3 3 2 1 0 1762 40 5 0
17 2 80077 2 7 0 3 3 0 1 0 0 20 0 0
17 1 368700 2 7 0 8 3 0 0 0 0 10 0 0
33 2 182556 0 13 1 1 1 0 0 0 0 40 0 1
50 5 219420 1 9 1 5 1 0 0 0 0 50 0 1
58 1 204021 1 9 6 1 0 0 0 0 0 50 0 0
37 2 161141 7 11 1 6 1 0 0 0 0 40 22 1
34 1 190290 1 9 1 6 1 0 0 0 0 40 0 1
23 4 430828 5 10 4 1 4 1 0 0 0 40 0 0
18 0 59342 2 7 0 0 3 0 1 0 0 5 0 0
34 2 136721 1 9 2 1 0 0 1 0 0 40 0 0
66 2 149422 8 4 0 3 0 0 0 0 0 4 0 0
41 2 195124 3 14 0 1 0 0 0 0 0 35 23 0
24 2 140027 5 10 0 9 3 1 1 0 0 45 0 0
20 2 316702 5 10 0 3 3 0 0 0 0 20 0 0
31 2 118710 3 14 1 10 1 0 0 0 1902 40 0 1
30 2 189620 0 13 0 3 3 0 1 0 0 40 14 0
36 4 110866 0 13 0 3 0 0 0 0 0 50 0 0
31 2 243605 0 13 6 5 4 0 1 0 1380 40 1 0
21 2 163870 5 10 0 2 3 0 0 0 0 30 0 0
44 2 63042 0 13 2 1 3 0 1 0 0 50 0 1
60 2 177665 1 9 1 6 1 0 0 0 0 35 0 0
18 2 208103 2 7 0 4 5 0 0 0 0 25 0 0
28 2 296450 0 13 1 3 1 0 0 0 0 40 0 0
40 2 144995 7 11 1 10 1 0 0 4386 0 40 0 0
36 4 382635 0 13 2 0 4 0 1 0 0 35 7 0
19 0 378418 1 9 0 10 3 0 1 0 0 40 0 0
36 2 131414 5 10 0 5 0 1 1 0 0 36 0 0
43 0 260960 0 13 1 3 1 0 0 0 0 50 0 0
19 2 192453 5 10 0 4 5 0 1 0 0 25 0 0
26 2 112847 7 11 0 10 3 0 0 0 0 40 0 0
42 4 126319 0 13 1 3 2 0 1 0 0 40 0 1
55 2 197422 1 9 1 7 1 0 0 7688 0 40 0 1
32 2 267736 5 10 0 0 3 1 1 0 0 40 0 0
29 0 356089 0 13 1 1 1 0 0 7688 0 40 0 1
22 2 223515 0 13 0 3 4 0 0 0 0 20 0 0
58 1 87510 12 6 1 6 1 0 0 0 0 40 0 0
23 2 145111 1 9 0 7 4 0 0 0 0 50 0 0
39 2 48093 1 9 0 2 0 0 0 0 0 40 0 0
27 2 31757 7 11 0 6 3 0 0 0 0 38 0 0
54 2 285854 1 9 1 7 1 0 0 0 0 40 0 1
46 3 167381 1 9 1 0 2 0 1 0 0 40 0 1
37 2 103408 1 9 0 8 0 1 0 0 0 40 0 0
53 5 128272 9 16 1 1 1 0 0 0 0 70 0 1
31 0 301526 5 10 3 4 5 0 0 0 0 40 0 0
26 2 171114 5 10 0 8 0 0 1 0 0 38 0 0
31 2 244147 1 9 2 6 4 0 0 0 0 55 0 0
37 2 280282 7 11 1 10 2 0 1 0 0 24 0 1
23 4 282579 7 11 2 10 0 0 0 0 0 56 0 0
36 2 51838 5 10 2 0 4 0 1 0 0 40 0 0
54 2 279129 5 10 0 10 0 0 0 0 0 40 0 0
43 0 146908 5 10 1 6 1 0 0 0 0 40 0 0
28 2 196690 7 11 0 9 0 0 1 0 1669 42 0 0
40 2 130760 7 11 1 1 1 0 0 0 0 50 0 1
41 1 49572 5 10 1 1 1 0 0 0 0 60 0 0
23 2 211046 1 9 0 5 0 0 1 2463 0 40 0 0
60 2 31577 1 9 1 7 1 0 0 0 0 60 0 1
25 2 316688 1 9 0 9 0 1 0 0 0 40 0 0
46 2 90758 3 14 0 10 0 0 0 0 0 35 0 1
43 2 274363 0 13 1 1 1 0 0 0 1902 40 8 1
43 2 154538 6 12 2 6 0 0 0 0 0 40 0 0
68 1 315859 2 7 0 8 4 0 0 0 0 20 0 0
17 2 193830 2 7 0 5 3 0 1 0 0 20 0 0
32 2 231043 1 9 1 6 1 0 0 5178 0 48 0 1
50 2 23780 3 14 3 3 5 0 0 0 0 40 0 0
33 2 169879 0 13 1 3 1 0 0 3103 0 47 0 1
20 2 138768 1 9 0 7 3 0 0 0 0 30 0 0
30 2 191571 1 9 4 4 3 0 1 0 0 36 0 0
22 2 137510 5 10 0 0 3 0 0 0 0 40 0 0
17 2 32607 12 6 0 8 3 0 0 0 0 20 0 0
47 1 93208 1 9 1 4 2 0 1 0 0 75 13 0
47 2 191277 1 9 1 7 1 0 0 0 0 50 0 1
31 2 171871 3 14 0 3 0 0 1 0 0 46 0 0
29 2 154411 7 11 0 10 3 0 0 0 0 40 0 0
30 2 129227 1 9 6 0 0 0 1 0 0 40 0 0
57 2 34269 1 9 6 7 4 0 0 0 653 42 0 1
42 2 257780 2 7 1 3 1 0 0 0 0 15 0 0
24 2 321435 0 13 0 1 0 0 0 0 0 50 0 0
55 2 387569 1 9 1 6 1 0 0 4386 0 40 0 1
37 2 86551 0 13 1 1 1 0 0 0 0 45 0 1
26 2 96467 0 13 0 3 0 0 1 0 0 40 0 0
48 0 327886 9 16 2 3 3 0 0 0 0 50 0 1
34 2 188798 0 13 0 3 3 0 1 0 0 40 0 0
18 2 216284 2 7 0 0 3 0 1 0 0 20 0 0
43 2 191547 1 9 1 8 1 0 0 0 0 40 4 0
28 5 142712 5 10 1 1 1 0 0 0 0 70 0 0
33 2 80945 1 9 1 9 1 0 0 0 0 40 0 0
21 2 62339 12 6 0 2 0 0 0 0 0 40 0 0
17 2 368700 2 7 0 5 3 0 0 0 0 28 0 0
29 1 266855 0 13 4 3 3 0 0 0 0 40 0 0
44 2 48087 0 13 1 1 1 0 0 0 0 40 0 1
24 2 121313 5 10 0 7 3 0 0 0 0 50 0 0
71 1 143437 3 14 1 5 1 0 0 10605 0 40 0 1
55 2 282753 11 3 2 4 4 1 0 0 0 25 0 0
41 2 194636 0 13 1 1 1 0 0 0 0 60 0 1
49 2 72393 4 5 2 9 0 0 1 0 0 40 0 0
32 2 270335 0 13 1 0 5 0 0 0 0 40 12 1
63 2 149698 5 10 1 3 1 0 0 0 0 15 0 0
23 2 205865 0 13 0 1 3 0 0 0 0 28 0 0
29 2 177119 7 11 2 10 0 0 1 2174 0 45 0 0
47 2 341995 5 10 2 5 3 0 0 0 0 55 0 0
22 2 226508 0 13 0 1 3 0 1 0 0 50 0 0
30 2 87418 0 13 1 1 1 0 0 0 0 45 0 1
28 2 109165 1 9 1 10 1 0 0 0 0 40 0 0
51 1 175897 4 5 1 6 1 0 0 0 0 20 0 0
22 2 99697 1 9 0 2 3 0 1 0 0 40 0 0
37 2 211154 5 10 2 9 0 0 0 0 0 52 0 0
24 2 202570 0 13 0 3 3 1 0 0 0 15 0 0
53 2 68898 5 10 1 10 1 0 0 0 0 40 0 0
27 2 93235 1 9 0 5 0 0 0 0 0 30 0 0
38 2 278924 5 10 2 6 0 0 0 0 0 44 0 0
34 2 175878 5 10 0 6 0 0 0 0 0 40 0 0
67 5 76860 1 9 1 1 1 2 0 0 0 40 0 1
21 2 186648 5 10 0 4 3 0 0 0 0 20 0 0
23 2 257509 5 10 0 5 0 0 0 0 0 25 0 0
38 2 97083 5 10 1 0 2 1 1 0 0 40 0 0
51 2 138022 3 14 1 1 1 0 0 0 0 60 0 1
19 2 52114 5 10 0 3 3 0 1 0 0 10 0 0
37 2 186934 2 7 1 9 1 0 0 3103 0 44 0 1
37 2 176900 1 9 1 6 1 0 0 0 0 99 0 1
47 2 21906 3 14 0 3 0 0 1 0 0 25 0 0
33 2 143653 1 9 1 6 1 0 0 0 0 30 0 0
31 2 111567 0 13 0 5 0 0 0 0 0 40 0 1
31 2 78602 6 12 2 4 4 3 1 0 0 40 0 0
35 2 465507 1 9 1 9 1 1 0 0 0 40 0 0
38 5 196373 1 9 1 1 1 0 0 0 0 40 0 1
36 5 108293 0 13 1 1 2 0 1 0 1977 45 0 1
44 0 174675 1 9 1 3 2 0 1 0 0 40 0 1
18 2 177722 1 9 0 4 3 0 1 0 0 20 0 0
41 2 239683 12 6 1 6 1 0 0 0 0 30 0 0
25 2 150062 5 10 1 3 1 0 0 0 0 45 0 0
32 2 169240 1 9 2 9 0 0 1 0 0 38 0 0
35 5 368825 5 10 1 5 1 0 0 0 0 60 0 1
34 2 202046 1 9 1 6 1 0 0 0 0 35 0 1
28 2 161538 0 13 0 10 0 0 1 0 0 35 0 0
21 2 255957 5 10 0 1 0 0 1 4101 0 40 0 0
40 0 188693 3 14 1 3 1 0 0 0 0 35 0 1
34 2 159929 1 9 2 2 3 0 0 0 0 40 0 0
49 2 123207 1 9 0 0 0 0 1 0 0 44 0 0
45 4 318280 1 9 6 11 0 0 0 0 0 40 0 1
63 2 254907 7 11 2 4 0 0 1 0 0 20 0 0
50 1 124793 1 9 1 6 1 0 0 0 0 30 0 0
56 2 112840 1 9 1 1 1 0 0 0 0 55 0 1
45 2 89325 3 14 2 3 0 0 0 0 0 45 0 0
48 3 33109 0 13 2 1 4 0 0 0 0 58 0 1
40 2 82465 5 10 1 9 1 0 0 2580 0 40 0 0
39 5 329980 0 13 1 1 1 0 0 15024 0 50 0 1
20 2 148294 5 10 0 4 3 0 0 0 0 40 0 0
38 0 343642 1 9 1 3 2 0 1 0 0 40 0 1
23 4 115244 0 13 0 3 3 0 1 0 0 60 0 0
66 2 271567 1 9 4 9 0 1 0 0 0 40 0 0
54 1 123011 1 9 1 6 1 0 0 15024 0 52 0 1
51 2 220537 1 9 2 9 0 0 1 0 0 40 0 0
34 2 124827 7 11 0 7 3 0 0 0 0 40 0 0
38 2 173208 3 14 1 3 1 0 0 0 0 25 0 0
33 2 26973 7 11 1 10 2 0 1 0 0 40 0 1
20 0 223515 6 12 0 4 3 0 0 0 1719 20 0 0
76 2 431192 8 4 6 3 0 0 0 0 0 2 0 0
66 5 150726 4 5 1 1 1 0 0 1409 0 1 0 0
34 2 289984 1 9 2 13 4 1 1 0 0 30 0 0
23 2 137994 5 10 0 9 3 1 1 0 0 40 0 0
43 2 341204 5 10 2 0 0 0 1 0 0 40 0 0
44 2 167005 0 13 1 1 1 0 0 7688 0 60 0 1
28 2 187160 10 15 2 3 4 0 0 0 0 55 0 0
23 2 217961 5 10 1 4 1 0 0 0 0 40 0 0
30 2 296453 0 13 1 0 1 0 0 7298 0 40 0 1
30 1 106742 15 8 1 7 1 0 0 0 0 75 0 0
45 2 185385 1 9 1 6 1 0 0 0 0 47 0 1
43 1 277647 1 9 1 1 1 0 0 0 0 35 0 0
34 2 157886 6 12 4 4 4 0 1 0 0 40 0 0
49 2 175958 5 10 1 5 1 0 0 0 0 80 0 1
30 2 181651 0 13 1 1 1 0 0 0 0 50 0 0
22 4 34029 0 13 0 3 3 0 1 0 0 20 0 0
38 2 132879 1 9 1 6 1 0 0 0 1902 40 0 1
48 0 55863 9 16 1 3 2 0 1 0 1902 46 0 1
49 2 31339 1 9 1 6 1 0 0 0 0 40 0 0
